Year,Table,County,Birth Weight in Grams,Number of Live Births
2016,11a,Ulster,3500+,593
2016,11a,Ulster,Not Stated,0
2016,11a,Warren,Total,572
2016,11a,Warren,Under 1000,1
2016,11a,Warren,1000-1499,6
2016,11a,Warren,1500-1999,8
2016,11a,Warren,2000-2499,26
2016,11a,Warren,2500-2999,77
2016,11a,Warren,3000-3499,204
2016,11a,Warren,3500+,249
2016,11a,Warren,Not Stated,1
2016,11a,Washington,Total,542
2016,11a,Washington,Under 1000,3
2016,11a,Washington,1000-1499,8
2016,11a,Washington,1500-1999,11
2016,11a,Washington,2000-2499,26
2016,11a,Washington,2500-2999,88
2016,11a,Washington,3000-3499,176
2016,11a,Washington,3500+,228
2016,11a,Washington,Not Stated,2
2016,11a,Wayne,Total,917
2016,11a,Wayne,Under 1000,6
2016,11a,Wayne,1000-1499,4
2016,11a,Wayne,1500-1999,10
2016,11a,Wayne,2000-2499,46
2016,11a,Wayne,2500-2999,118
2016,11a,Wayne,3000-3499,319
2016,11a,Wayne,3500+,413
2016,11a,Wayne,Not Stated,1
2016,11a,Westchester,Total,10273
2016,11a,Westchester,Under 1000,68
2016,11a,Westchester,1000-1499,76
2016,11a,Westchester,1500-1999,133
2016,11a,Westchester,2000-2499,527
2016,11a,Westchester,2500-2999,1894
2016,11a,Westchester,3000-3499,4030
2016,11a,Westchester,3500+,3543
2016,11a,Westchester,Not Stated,2
2016,11a,Wyoming,Total,398
2016,11a,Wyoming,Under 1000,3
2016,11a,Wyoming,1000-1499,1
2016,11a,Wyoming,1500-1999,8
2016,11a,Wyoming,2000-2499,14
2016,11a,Wyoming,2500-2999,60
2016,11a,Wyoming,3000-3499,140
2016,11a,Wyoming,3500+,171
2016,11a,Wyoming,Not Stated,1
2016,11a,Yates,Total,308
2016,11a,Yates,Under 1000,2
2016,11a,Yates,1000-1499,3
2016,11a,Yates,1500-1999,3
2016,11a,Yates,2000-2499,8
2016,11a,Yates,2500-2999,50
2016,11a,Yates,3000-3499,99
2016,11a,Yates,3500+,139
2016,11a,Yates,Not Stated,4
